Date,Source,Campaign,Impressions,Spend,Clicks,AdGroup,Ad
2023-09-21,Tiktok Ads,12.07.2023wide_DE,819,3.6,8,wide,bloggersvideo2com
2023-09-21,Facebook Ads,15.07.23b_DE,6,0.04,0,b,v3
2023-09-21,Bloggers,,0,0.0,0,,
2023-09-21,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v6com
2023-09-21,Facebook Ads,02.07.23wide_DE,318,3.98,5,wide,v7com
2023-09-21,Facebook Ads,04.07.23recentlymoved_DE,1,0.01,0,recentlymoved,v3
2023-09-21,CRM,,0,0.0,11,,
2023-09-21,Facebook Ads,12.09.23interests_Uxui_DE,2,0.0,0,interest_programming_WebDev,v11comwebdev
2023-09-21,Facebook Ads,03.07.23women,9,0.08,0,women,v9com
2023-09-21,Facebook Ads,15.07.23b_DE,175,4.46,4,b,b7
2023-09-21,Tiktok Ads,12.07.2023wide_DE,460,2.06,0,wide,v9com
2023-09-21,Youtube Ads,youtube_shorts_DE,18572,10.03,148,Com_august,ad_da_1
2023-09-21,Youtube Ads,,0,0.0,0,,
2023-09-21,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v12
2023-09-21,Facebook Ads,12.09.23interests_Uxui_DE,2,0.06,0,interest_work_WebDev,b3comwebdev
2023-09-21,Facebook Ads,,0,0.0,0,,
2023-09-21,Facebook Ads,04.07.23recentlymoved_DE,87,1.8,1,recentlymoved,bloggersvideo2com
2023-09-21,Tiktok Ads,12.07.2023wide_DE,143,0.93,0,wide,v3
2023-09-21,Facebook Ads,04.07.23recentlymoved_DE,121,1.56,1,recentlymoved,v9com
2023-09-21,Facebook Ads,02.07.23wide_DE,530,7.97,10,wide,b6
2023-09-21,Tiktok Ads,12.07.2023wide_DE,317,1.92,6,wide,bloggersvideo3com
2023-09-21,Youtube Ads,youtube_shorts_DE,62915,25.83,562,Com_august,ad_gov_1
2023-09-22,Tiktok Ads,12.07.2023wide_DE,260,1.44,2,wide,bloggersvideo3com
2023-09-22,Facebook Ads,15.07.23b_DE,339,7.63,5,b,b6
2023-09-22,Facebook Ads,12.09.23interests_Uxui_DE,196,2.38,6,interest_work_WebDev,b1comwebdev
2023-09-22,Facebook Ads,02.07.23wide_DE,196,2.6,2,wide,v7com
2023-09-22,Bloggers,,0,0.0,1,,
2023-09-22,Tiktok Ads,12.07.2023wide_DE,16,0.09,0,wide,v7com
2023-09-22,Facebook Ads,02.07.23wide_DE,21,0.2,0,wide,b7
2023-09-22,Facebook Ads,02.07.23wide_DE,324,3.37,1,wide,bloggersvideo1com
2023-09-22,Facebook Ads,07.07.23LAL_DE,1,0.01,0,LAL1,bloggersvideo1com
2023-09-22,Facebook Ads,04.07.23recentlymoved_DE,40,0.46,0,recentlymoved,b7
2023-09-22,Tiktok Ads,12.07.2023wide_DE,5092,22.46,101,wide,bloggersvideo4com
2023-09-22,Google Ads,brand_search_eng_DE,34,12.13,7,,
2023-09-22,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com
2023-09-22,Facebook Ads,04.07.23recentlymoved_DE,1,0.06,0,recentlymoved,b1
2023-09-22,Facebook Ads,07.07.23LAL_DE,5,0.12,0,LAL1,bloggersvideo4com
2023-09-22,Facebook Ads,04.07.23recentlymoved_DE,267,4.49,3,recentlymoved,v9com
2023-09-22,Tiktok Ads,,0,0.0,0,,
2023-09-22,Youtube Ads,youtube_shorts_DE,29536,21.0,234,Com_august,ad_da_1
2023-09-22,Facebook Ads,04.07.23recentlymoved_DE,312,4.93,11,recentlymoved,b6
2023-09-22,Telegram posts,,0,0.0,0,,
2023-09-22,Youtube Ads,,0,0.0,0,,
2023-09-22,Facebook Ads,07.07.23LAL_DE,16,0.23,0,LAL1,v9com
2023-09-22,Facebook Ads,12.09.23interests_Uxui_DE,4,0.02,0,interest_work_WebDev,bloggersvideo2comwebdev
2023-09-22,Telegram posts,,450,0.0,15,,
2023-09-22,Youtube Ads,youtube_shorts_DE,43855,6.44,280,Com_august,ad_blogger_2
2023-09-22,Facebook Ads,02.07.23wide_DE,25,0.78,1,wide,bloggersvideo2com
2023-09-22,Facebook Ads,03.07.23women,11,0.14,0,women,v11com
2023-09-22,SMM,,0,0.0,2,,
2023-09-22,Youtube Ads,youtube_shorts_DE,43933,12.01,339,Com_august,ad_gov_1
2023-09-22,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v12
2023-09-22,Facebook Ads,12.09.23interests_Uxui_DE,659,9.29,13,interest_work_WebDev,v11comwebdev
2023-09-22,Facebook Ads,02.07.23wide_DE,347,5.54,6,wide,b6
2023-09-22,Tiktok Ads,12.07.2023wide_DE,43,0.31,0,wide,v11
2023-09-22,Facebook Ads,15.07.23b_DE,165,4.25,1,b,b7
2023-09-22,Facebook Ads,15.07.23b_DE,6,0.23,0,b,v3
2023-09-22,Tiktok Ads,12.07.2023wide_DE,47,0.16,2,wide,bloggersvideo1com
2023-09-22,Facebook Ads,07.07.23LAL_DE,770,11.99,20,LAL1,bloggersvideo3com
2023-09-22,Facebook Ads,07.07.23LAL_DE,3,0.01,0,LAL1,b6
2023-09-22,Tiktok Ads,12.07.2023wide_DE,16,0.14,0,wide,v3
2023-09-22,Facebook Ads,,0,0.0,0,,
2023-09-22,Facebook Ads,03.07.23women,763,11.38,25,women,v10
2023-09-22,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v10
2023-09-22,Facebook Ads,03.07.23women,8,0.05,0,women,v9com
2023-09-22,CRM,,0,0.0,16,,
2023-09-22,Bloggers,,0,0.0,0,,
2023-09-22,Facebook Ads,07.07.23LAL_DE,3,0.01,0,LAL1,bloggersvideo2com
2023-09-22,Google Ads,,0,0.0,0,,
2023-09-22,Facebook Ads,04.07.23recentlymoved_DE,72,1.7,0,recentlymoved,bloggersvideo2com
2023-09-22,Organic,,0,0.0,168,,
2023-09-22,Webinar,,0,0.0,0,,
2023-09-22,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v10com
2023-09-22,Facebook Ads,02.07.23wide_DE,392,7.07,15,wide,v9com
2023-09-22,Facebook Ads,07.07.23LAL_DE,2,0.01,0,LAL1,b7
2023-09-22,Facebook Ads,12.09.23interests_Uxui_DE,2,0.0,1,interest_programming_WebDev,bloggersvideo2comwebdev
2023-09-22,Google Ads,discovery_DE,48960,54.54,256,,
2023-09-22,Tiktok Ads,12.07.2023wide_DE,68,0.35,0,wide,v9com
2023-09-22,Google Ads,performancemax_eng_DE,143746,170.52,1029,,
2023-09-23,Facebook Ads,04.07.23recentlymoved_DE,54,1.33,2,recentlymoved,bloggersvideo2com
2023-09-23,SMM,,0,0.0,21,,
2023-09-23,Youtube Ads,,0,0.0,0,,
2023-09-23,Youtube Ads,youtube_shorts_DE,20929,11.64,191,Com_august,ad_da_1
2023-09-23,Facebook Ads,02.07.23wide_DE,1,0.04,0,wide,b8
2023-09-23,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,v3
2023-09-23,SMM,,0,250.0,21,,
2023-09-23,Youtube Ads,youtube_shorts_DE,75281,22.27,807,Com_august,ad_gov_1
2023-09-23,Telegram posts,,0,0.0,0,,
2023-09-23,Facebook Ads,12.09.23interests_Uxui_DE,1,0.0,0,interest_programming_WebDev,b1comwebdev
2023-09-23,Facebook Ads,07.07.23LAL_DE,4,0.04,0,LAL1,bloggersvideo4com
2023-09-23,Organic,,0,0.0,104,,
2023-09-23,Webinar,,0,0.0,0,,
2023-09-23,Facebook Ads,02.07.23wide_DE,171,2.02,1,wide,bloggersvideo1com
2023-09-23,Facebook Ads,15.07.23b_DE,1,0.05,0,b,b5
2023-09-23,Facebook Ads,12.09.23interests_Uxui_DE,197,2.81,5,interest_work_WebDev,b1comwebdev
2023-09-23,Facebook Ads,02.07.23wide_DE,27,0.64,0,wide,bloggersvideo2com
2023-09-23,Facebook Ads,07.07.23LAL_DE,2,0.01,0,LAL1,bloggersvideo2com
2023-09-23,Facebook Ads,03.07.23women,13,0.11,0,women,v9com
2023-09-23,Telegram posts,,1061,0.0,25,,
2023-09-23,Facebook Ads,02.07.23wide_DE,546,11.81,10,wide,v9com
2023-09-23,Facebook Ads,15.07.23b_DE,279,7.1,3,b,b6
2023-09-23,Tiktok Ads,12.07.2023wide_DE,4619,19.21,62,wide,bloggersvideo4com
2023-09-23,Tiktok Ads,12.07.2023wide_DE,50,0.25,0,wide,v7com
2023-09-23,Facebook Ads,12.09.23interests_Uxui_DE,527,9.06,9,interest_work_WebDev,v11comwebdev
2023-09-23,Youtube Ads,youtube_shorts_DE,36928,5.18,253,Com_august,ad_blogger_2
2023-09-23,Facebook Ads,04.07.23recentlymoved_DE,401,5.63,6,recentlymoved,v9com
2023-09-23,Facebook Ads,04.07.23recentlymoved_DE,238,4.22,5,recentlymoved,b6
2023-09-23,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v10com
2023-09-23,Facebook Ads,15.07.23b_DE,11,0.36,0,b,v3
2023-09-23,Facebook Ads,07.07.23LAL_DE,7,0.07,0,LAL1,b6
2023-09-23,Google Ads,discovery_DE,57747,57.25,202,,
2023-09-23,Tiktok Ads,12.07.2023wide_DE,351,1.61,1,wide,bloggersvideo3com
2023-09-23,Facebook Ads,03.07.23women,1,0.0,0,women,b6
2023-09-23,Facebook Ads,07.07.23LAL_DE,764,12.41,25,LAL1,bloggersvideo3com
2023-09-23,Google Ads,brand_search_eng_DE,39,21.29,14,,
2023-09-23,Tiktok Ads,12.07.2023wide_DE,123,0.66,0,wide,v11
2023-09-23,Tiktok Ads,12.07.2023wide_DE,160,1.05,1,wide,bloggersvideo1com
2023-09-23,Google Ads,performancemax_eng_DE,94827,122.18,728,,
2023-09-23,Facebook Ads,12.09.23interests_Uxui_DE,5,0.05,0,interest_work_WebDev,bloggersvideo2comwebdev
2023-09-23,Facebook Ads,,0,0.0,0,,
2023-09-23,Tiktok Ads,12.07.2023wide_DE,120,0.95,2,wide,v3
2023-09-23,Google Ads,,0,0.0,0,,
2023-09-23,Facebook Ads,02.07.23wide_DE,116,1.34,3,wide,v7com
2023-09-23,Facebook Ads,07.07.23LAL_DE,8,0.07,0,LAL1,bloggersvideo1com
2023-09-23,Facebook Ads,02.07.23wide_DE,18,0.41,1,wide,b7
2023-09-23,Tiktok Ads,,0,0.0,0,,
2023-09-23,Facebook Ads,03.07.23women,787,11.68,13,women,v10
2023-09-23,Facebook Ads,04.07.23recentlymoved_DE,28,0.37,0,recentlymoved,b7
2023-09-23,Facebook Ads,03.07.23women,6,0.07,0,women,v11com
2023-09-23,Facebook Ads,02.07.23wide_DE,229,3.66,4,wide,b6
2023-09-23,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com
2023-09-23,Tiktok Ads,12.07.2023wide_DE,264,1.27,1,wide,v9com
2023-09-23,CRM,,0,0.0,19,,
2023-09-23,Facebook Ads,12.09.23interests_Uxui_DE,1,0.01,0,interest_work_WebDev,b2comwebdev
2023-09-23,Bloggers,,0,0.0,0,,
2023-09-23,Facebook Ads,07.07.23LAL_DE,11,0.13,0,LAL1,v9com
2023-09-23,Facebook Ads,07.07.23LAL_DE,1,0.01,0,LAL1,b7
2023-09-23,Facebook Ads,15.07.23b_DE,146,4.18,4,b,b7
2023-09-23,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v10
2023-09-24,Organic,,0,0.0,106,,
2023-09-24,Telegram posts,,1061,4.25,40,,
2023-09-24,Facebook Ads,04.07.23recentlymoved_DE,112,2.7,1,recentlymoved,bloggersvideo2com
2023-09-24,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,b7
2023-09-24,Facebook Ads,04.07.23recentlymoved_DE,248,3.16,5,recentlymoved,v9com
2023-09-24,Facebook Ads,12.09.23interests_Uxui_DE,303,3.6,5,interest_work_WebDev,b1comwebdev
2023-09-24,SMM,,0,0.0,16,,
2023-09-24,Youtube Ads,youtube_shorts_DE,54187,5.46,382,Com_august,ad_blogger_2
2023-09-24,Webinar,,0,0.0,0,,
2023-09-24,Facebook Ads,02.07.23wide_DE,39,0.66,3,wide,b7
2023-09-24,Facebook Ads,07.07.23LAL_DE,3,0.01,0,LAL1,b6
2023-09-24,Google Ads,brand_search_eng_DE,50,33.89,21,,
2023-09-24,Facebook Ads,02.07.23wide_DE,57,1.44,1,wide,bloggersvideo2com
2023-09-24,Tiktok Ads,12.07.2023wide_DE,5610,20.46,80,wide,bloggersvideo4com
2023-09-24,Youtube Ads,youtube_shorts_DE,41885,21.04,431,Com_august,ad_da_1
2023-09-24,Facebook Ads,03.07.23women,842,12.65,20,women,v10
2023-09-24,CRM,,0,0.0,10,,
2023-09-24,Bloggers,,0,0.0,0,,
2023-09-24,Facebook Ads,15.07.23b_DE,2,0.06,0,b,b8
2023-09-24,Tiktok Ads,,0,0.0,0,,
2023-09-24,Tiktok Ads,12.07.2023wide_DE,100,0.61,1,wide,v3
2023-09-24,Google Ads,performancemax_eng_DE,93142,111.85,641,,
2023-09-24,Google Ads,discovery_DE,55068,48.84,287,,
2023-09-24,Facebook Ads,15.07.23b_DE,7,0.25,1,b,v3
2023-09-24,Facebook Ads,02.07.23wide_DE,190,2.81,3,wide,v7com
2023-09-24,Facebook Ads,07.07.23LAL_DE,4,0.02,0,LAL1,bloggersvideo1com
2023-09-24,Google Ads,,0,0.0,0,,
2023-09-24,Tiktok Ads,12.07.2023wide_DE,202,0.92,1,wide,bloggersvideo3com
2023-09-24,Facebook Ads,02.07.23wide_DE,451,7.99,16,wide,b6
2023-09-24,Tiktok Ads,12.07.2023wide_DE,292,1.21,1,wide,v9com
2023-09-24,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v10
2023-09-24,Facebook Ads,04.07.23recentlymoved_DE,33,0.67,1,recentlymoved,b7
2023-09-24,Facebook Ads,,0,0.0,0,,
2023-09-24,Facebook Ads,07.07.23LAL_DE,8,0.08,0,LAL1,v9com
2023-09-24,Facebook Ads,02.07.23wide_DE,201,3.1,5,wide,bloggersvideo1com
2023-09-24,Tiktok Ads,12.07.2023wide_DE,153,0.71,1,wide,v11
2023-09-24,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,v10com
2023-09-24,Facebook Ads,02.07.23wide_DE,360,5.93,8,wide,v9com
2023-09-24,Facebook Ads,15.07.23b_DE,346,8.78,4,b,b6
2023-09-24,Facebook Ads,03.07.23women,5,0.0,0,women,v9com
2023-09-24,Tiktok Ads,12.07.2023wide_DE,60,0.3,0,wide,v7com
2023-09-24,Facebook Ads,07.07.23LAL_DE,881,12.66,19,LAL1,bloggersvideo3com
2023-09-24,Youtube Ads,,0,0.0,0,,
2023-09-24,Tiktok Ads,12.07.2023wide_DE,153,0.77,0,wide,bloggersvideo1com
2023-09-24,Facebook Ads,12.09.23interests_Uxui_DE,3,0.05,0,interest_work_WebDev,bloggersvideo2comwebdev
2023-09-24,Facebook Ads,12.09.23interests_Uxui_DE,566,8.94,13,interest_work_WebDev,v11comwebdev
2023-09-24,Facebook Ads,07.07.23LAL_DE,58,1.37,3,LAL1,bloggersvideo4com
2023-09-24,Youtube Ads,youtube_shorts_DE,58312,12.31,672,Com_august,ad_gov_1
2023-09-24,Telegram posts,,0,0.0,0,,
2023-09-24,Facebook Ads,15.07.23b_DE,168,4.09,3,b,b7
2023-09-24,Facebook Ads,03.07.23women,5,0.07,0,women,v11com
2023-09-24,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v11
2023-09-24,Facebook Ads,02.07.23wide_DE,1,0.04,0,wide,v3
2023-09-24,Facebook Ads,15.07.23b_DE,2,0.1,0,b,b5
2023-09-24,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com
2023-09-24,Facebook Ads,04.07.23recentlymoved_DE,349,6.32,7,recentlymoved,b6
2023-09-25,Facebook Ads,04.07.23recentlymoved_DE,124,1.98,1,recentlymoved,b6
2023-09-25,Telegram posts,,0,0.0,0,,
2023-09-25,Facebook Ads,02.07.23wide_DE,465,8.56,11,wide,b6
2023-09-25,Facebook Ads,07.07.23LAL_DE,1,0.02,0,LAL1,v9com
2023-09-25,Bloggers,,0,0.0,0,,
2023-09-25,Facebook Ads,03.07.23women,6,0.04,1,women,bloggersvideo2com
2023-09-25,Facebook Ads,12.09.23interests_Uxui_DE,416,6.6,5,interest_work_WebDev,v11comwebdev
2023-09-25,Tiktok Ads,12.07.2023wide_DE,154,0.77,1,wide,bloggersvideo1com
2023-09-25,Youtube Ads,youtube_shorts_DE,28671,3.65,254,Com_august,ad_gov_1
2023-09-25,Telegram posts,,1061,4.25,40,,
2023-09-25,Facebook Ads,07.07.23LAL_DE,795,10.79,25,LAL1,bloggersvideo3com
2023-09-25,Facebook Ads,02.07.23wide_DE,3,0.16,0,wide,b8
2023-09-25,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,b7
2023-09-25,Tiktok Ads,12.07.2023wide_DE,115,0.77,1,wide,v3
2023-09-25,Facebook Ads,03.07.23women,5,0.06,0,women,v10com
2023-09-25,Tiktok Ads,12.07.2023wide_DE,5411,20.18,56,wide,bloggersvideo4com
2023-09-25,Facebook Ads,15.07.23b_DE,225,6.94,5,b,b7
2023-09-25,Facebook Ads,12.09.23interests_Uxui_DE,5,0.04,0,interest_work_WebDev,bloggersvideo2comwebdev
2023-09-25,Facebook Ads,12.09.23interests_Uxui_DE,4,0.02,0,interest_programming_WebDev,bloggersvideo5
2023-09-25,Facebook Ads,02.07.23wide_DE,74,1.99,0,wide,bloggersvideo2com
2023-09-25,Facebook Ads,07.07.23LAL_DE,6,0.24,1,LAL1,b6
2023-09-25,Tiktok Ads,12.07.2023wide_DE,293,1.22,2,wide,v9com
2023-09-25,Tiktok Ads,12.07.2023wide_DE,65,0.27,1,wide,v7com
2023-09-25,Google Ads,performancemax_eng_DE,69765,100.92,523,,
2023-09-25,Facebook Ads,04.07.23recentlymoved_DE,113,1.01,4,recentlymoved,bloggersvideo3com
2023-09-25,Facebook Ads,03.07.23women,14,0.26,0,women,v11com
2023-09-25,Tiktok Ads,,0,0.0,0,,
2023-09-25,Google Ads,,0,0.0,0,,
2023-09-25,Facebook Ads,02.07.23wide_DE,72,1.18,5,wide,v7com
2023-09-25,Facebook Ads,03.07.23women,283,3.79,14,women,bloggersvideo4com
2023-09-25,Facebook Ads,,0,0.0,0,,
2023-09-25,Webinar,,0,0.0,0,,
2023-09-25,Google Ads,brand_search_eng_DE,25,19.51,12,,
2023-09-25,Facebook Ads,12.09.23interests_Uxui_DE,205,3.86,13,interest_work_WebDev,bloggersvideo5
2023-09-25,Facebook Ads,15.07.23b_DE,7,0.07,0,b,v3
2023-09-25,Facebook Ads,07.07.23LAL_DE,1,0.05,0,LAL1,bloggersvideo2com
2023-09-25,Google Ads,discovery_DE,42330,48.76,285,,
2023-09-25,Youtube Ads,youtube_shorts_DE,40530,5.71,240,Com_august,ad_blogger_2
2023-09-25,Youtube Ads,youtube_shorts_DE,45819,29.19,382,Com_august,ad_da_1
2023-09-25,Organic,,0,0.0,136,,
2023-09-25,Facebook Ads,02.07.23wide_DE,139,2.23,1,wide,bloggersvideo1com
2023-09-25,Facebook Ads,04.07.23recentlymoved_DE,21,0.46,1,recentlymoved,b7
2023-09-25,Youtube Ads,,0,0.0,0,,
2023-09-25,SMM,,0,0.0,8,,
2023-09-25,Facebook Ads,02.07.23wide_DE,1,0.0,0,wide,b5
2023-09-25,Facebook Ads,04.07.23recentlymoved_DE,266,4.19,11,recentlymoved,bloggersvideo4com
2023-09-25,Facebook Ads,04.07.23recentlymoved_DE,70,1.27,2,recentlymoved,v9com
2023-09-25,Facebook Ads,02.07.23wide_DE,196,4.58,5,wide,v9com
2023-09-25,CRM,,0,0.0,19,,
2023-09-25,Facebook Ads,03.07.23women,230,2.22,8,women,bloggersvideo3com
2023-09-25,Tiktok Ads,12.07.2023wide_DE,171,0.86,2,wide,v11
2023-09-25,Facebook Ads,12.09.23interests_Uxui_DE,173,2.03,2,interest_work_WebDev,b1comwebdev
2023-09-25,Facebook Ads,07.07.23LAL_DE,196,2.46,8,LAL1,bloggersvideo4com
2023-09-25,Facebook Ads,02.07.23wide_DE,91,2.12,2,wide,b7
2023-09-25,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v10
2023-09-25,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com
2023-09-25,Facebook Ads,15.07.23b_DE,236,5.11,3,b,b6
2023-09-25,Facebook Ads,04.07.23recentlymoved_DE,130,3.34,0,recentlymoved,bloggersvideo2com
2023-09-25,Facebook Ads,03.07.23women,2,0.04,0,women,v9com
2023-09-25,Facebook Ads,03.07.23women,381,5.9,9,women,v10
2023-09-25,Tiktok Ads,12.07.2023wide_DE,168,0.93,4,wide,bloggersvideo3com
2023-09-25,Facebook Ads,15.07.23b_DE,2,0.02,0,b,b8
2023-09-26,Google Ads,discovery_DE,31876,44.68,308,,
2023-09-26,Facebook Ads,04.07.23recentlymoved_DE,772,10.6,32,recentlymoved,bloggersvideo4com
2023-09-26,Facebook Ads,15.07.23b_DE,7,0.16,0,b,v11comwebdev
2023-09-26,Google Ads,performancemax_eng_DE,76067,109.87,568,,
2023-09-26,Tiktok Ads,12.07.2023wide_DE,6759,18.36,53,wide,bloggersvideo4com
2023-09-26,Facebook Ads,15.07.23b_DE,134,4.04,6,b,bloggersvideo5
2023-09-26,Tiktok Ads,12.07.2023wide_DE,373,1.33,1,wide,v9com
2023-09-26,Organic,,0,0.0,133,,
2023-09-26,Facebook Ads,07.07.23LAL_DE,1,0.02,0,LAL1,b6
2023-09-26,Facebook Ads,12.09.23interests_Uxui_DE,759,9.58,17,interest_work_WebDev,bloggersvideo5
2023-09-26,Facebook Ads,02.07.23wide_DE,1,0.01,0,wide,v3
2023-09-26,Webinar,,0,0.0,0,,
2023-09-26,SMM,,0,0.0,6,,
2023-09-26,Facebook Ads,02.07.23wide_DE,160,2.58,3,wide,bloggersvideo1com
2023-09-26,Tiktok Ads,12.07.2023wide_DE,295,1.09,1,wide,bloggersvideo1com
2023-09-26,Facebook Ads,12.09.23interests_Uxui_DE,8,0.04,0,interest_work_WebDev,v11comwebdev
2023-09-26,Facebook Ads,02.07.23wide_DE,82,1.63,3,wide,b7
2023-09-26,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,bloggersvideo1com
2023-09-26,Youtube Ads,,0,0.0,0,,
2023-09-26,Facebook Ads,12.09.23interests_Uxui_DE,161,2.16,5,interest_programming_WebDev,bloggersvideo5
2023-09-26,Facebook Ads,03.07.23women,2,0.05,0,women,v11com
2023-09-26,Facebook Ads,15.07.23b_DE,211,4.13,2,b,b6
2023-09-26,Facebook Ads,,0,0.0,0,,
2023-09-26,SMM,,224,3.47,0,promoposts_b,promo2
2023-09-26,Youtube Ads,youtube_shorts_DE,41193,27.66,281,Com_august,ad_da_1
2023-09-26,Facebook Ads,02.07.23wide_DE,380,6.64,8,wide,v9com
2023-09-26,Telegram posts,,0,0.0,0,,
2023-09-26,Youtube Ads,youtube_shorts_DE,37320,5.36,251,Com_august,ad_blogger_2
2023-09-26,SMM,,2,0.02,0,promoposts_b,promo1
2023-09-26,Youtube Ads,youtube_shorts_DE,34416,5.25,361,Com_august,ad_gov_1
2023-09-26,Telegram posts,,1061,4.25,40,,
2023-09-26,Facebook Ads,02.07.23wide_DE,501,8.39,15,wide,b6
2023-09-26,Facebook Ads,02.07.23wide_DE,63,0.94,1,wide,v7com
2023-09-26,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v11
2023-09-26,Facebook Ads,24.09.23retargeting_DE,5,0.07,0,retargeting,v11comwebdev
2023-09-26,Facebook Ads,24.09.23retargeting_DE,220,3.32,5,retargeting,bloggersvideo5
2023-09-26,Facebook Ads,03.07.23women,92,0.95,2,women,bloggersvideo3com
2023-09-26,Facebook Ads,03.07.23women,922,11.1,38,women,bloggersvideo4com
2023-09-26,Tiktok Ads,12.07.2023wide_DE,161,0.8,0,wide,v3
2023-09-26,Bloggers,,0,0.0,0,,
2023-09-26,Google Ads,brand_search_eng_DE,44,16.56,14,,
2023-09-26,Tiktok Ads,12.07.2023wide_DE,148,0.78,0,wide,v11
2023-09-26,CRM,,0,0.0,38,,
2023-09-26,Facebook Ads,07.07.23LAL_DE,1006,12.42,37,LAL1,bloggersvideo4com
2023-09-26,Google Ads,,0,0.0,0,,
2023-09-26,Tiktok Ads,12.07.2023wide_DE,0,0.0,0,wide,bloggersvideo2com
2023-09-26,Facebook Ads,07.07.23LAL_DE,1,0.01,1,LAL1,v9com
2023-09-26,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v12
2023-09-26,Facebook Ads,02.07.23wide_DE,46,0.88,2,wide,bloggersvideo2com
2023-09-26,Facebook Ads,12.09.23interests_Uxui_DE,17,0.12,0,interest_work_WebDev,b1comwebdev
2023-09-26,Facebook Ads,04.07.23recentlymoved_DE,122,1.34,2,recentlymoved,bloggersvideo3com
2023-09-26,Facebook Ads,07.07.23LAL_DE,53,0.62,0,LAL1,bloggersvideo3com
2023-09-26,Facebook Ads,07.07.23LAL_DE,2,0.26,0,LAL1,b7
2023-09-26,Facebook Ads,15.07.23b_DE,179,4.3,3,b,b7
2023-09-26,Tiktok Ads,12.07.2023wide_DE,438,2.07,4,wide,bloggersvideo3com
2023-09-26,Tiktok Ads,12.07.2023wide_DE,100,0.41,0,wide,v7com
2023-09-26,Tiktok Ads,,0,0.0,0,,
2023-09-26,Facebook Ads,15.07.23b_DE,4,0.07,0,b,v3
2023-09-27,Facebook Ads,24.09.23retargeting_DE,2,0.0,0,retargeting,v11comwebdev
2023-09-27,Bloggers,,0,0.0,0,,
2023-09-27,Facebook Ads,15.07.23b_DE,4,0.17,0,b,v11comwebdev
2023-09-27,SMM,,323,5.29,0,promoposts_b,promo1
2023-09-27,Webinar,,0,0.0,0,,
2023-09-27,Facebook Ads,02.07.23wide_DE,106,1.73,3,wide,b7
2023-09-27,Facebook Ads,07.07.23LAL_DE,46,0.37,1,LAL1,bloggersvideo3com
2023-09-27,SMM,,0,0.0,7,,
2023-09-27,Youtube Ads,,0,0.0,0,,
2023-09-27,Tiktok Ads,12.07.2023wide_DE,91,0.96,0,wide,v3
2023-09-27,Organic,,0,0.0,76,,
2023-09-27,Facebook Ads,07.07.23LAL_DE,1,0.0,0,LAL1,bloggersvideo1com
2023-09-27,CRM,,0,0.0,29,,
2023-09-27,Youtube Ads,youtube_shorts_DE,35447,5.05,240,Com_august,ad_blogger_2
2023-09-27,SMM,,467,6.2,0,promoposts_b,promo2
2023-09-27,Facebook Ads,02.07.23wide_DE,2,0.04,0,wide,b8
2023-09-27,Google Ads,,0,0.0,0,,
2023-09-27,Tiktok Ads,12.07.2023wide_DE,127,0.6,1,wide,v7com
2023-09-27,Tiktok Ads,05.09.2023wide_DE,0,0.0,0,wide,v11
2023-09-27,Tiktok Ads,12.07.2023wide_DE,462,2.33,4,wide,bloggersvideo3com
2023-09-27,Google Ads,performancemax_eng_DE,55419,80.6,407,,
2023-09-27,Facebook Ads,07.07.23LAL_DE,3,0.04,0,LAL1,b6
2023-09-27,Facebook Ads,02.07.23wide_DE,440,6.9,12,wide,v9com
2023-09-27,Tiktok Ads,12.07.2023wide_DE,213,1.23,0,wide,bloggersvideo1com
2023-09-27,Google Ads,discovery_DE,10967,17.5,124,,
2023-09-27,Facebook Ads,15.07.23b_DE,37,0.76,4,b,b6
2023-09-27,Google Ads,brand_search_eng_DE,61,27.36,13,,
2023-09-27,Facebook Ads,12.09.23interests_Uxui_DE,455,5.98,19,interest_work_WebDev,bloggersvideo5
2023-09-27,Tiktok Ads,12.07.2023wide_DE,147,0.92,1,wide,v11
